"",BBK01.OUD196,BBK01.OUD196_FLAGS
"",Time deposits of domestic government / for up and including 1 year / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:22,
1968-12,1.306,
1969-01,1.275,
1969-02,1.266,
1969-03,1.208,
1969-04,1.141,
1969-05,1.236,
1969-06,1.292,
1969-07,1.366,
1969-08,1.408,
1969-09,1.373,
1969-10,1.430,
1969-11,1.442,
1969-12,1.600,
1970-01,1.647,
1970-02,1.701,
1970-03,1.598,
1970-04,1.641,
1970-05,1.755,
1970-06,1.845,
1970-07,1.965,
1970-08,2.122,
1970-09,2.105,
1970-10,2.131,
1970-11,2.268,
1970-12,2.422,
1971-01,2.452,
1971-02,2.540,
1971-03,2.499,
1971-04,2.504,
1971-05,2.602,
1971-06,2.378,
1971-07,2.331,
1971-08,2.337,
1971-09,2.357,
1971-10,2.245,
1971-11,2.342,
1971-12,2.560,
1972-01,2.570,
1972-02,2.677,
1972-03,2.423,
1972-04,2.365,
1972-05,2.662,
1972-06,2.622,
1972-07,2.683,
1972-08,2.803,
1972-09,2.855,
1972-10,2.863,
1972-11,2.801,
1972-12,3.070,
1973-01,3.255,
1973-02,3.239,
1973-03,3.093,
1973-04,3.053,
1973-05,3.332,
1973-06,3.140,
1973-07,3.004,
1973-08,3.221,
1973-09,3.070,
1973-10,3.033,
1973-11,3.198,
1973-12,3.357,
1974-01,3.461,
1974-02,3.538,
1974-03,3.337,
1974-04,3.429,
1974-05,3.727,
1974-06,3.601,
1974-07,3.537,
1974-08,3.604,
1974-09,3.585,
1974-10,3.406,
1974-11,3.379,
1974-12,3.680,
1975-01,3.637,
1975-02,3.862,
1975-03,3.727,
1975-04,3.519,
1975-05,3.662,
1975-06,3.370,
1975-07,3.377,
1975-08,3.323,
1975-09,3.127,
1975-10,3.068,
1975-11,2.904,
1975-12,3.109,
1976-01,3.385,
1976-02,3.232,
1976-03,3.003,
1976-04,2.839,
1976-05,3.244,
1976-06,3.387,
1976-07,3.248,
1976-08,3.477,
1976-09,3.461,
1976-10,3.350,
1976-11,3.300,
1976-12,3.796,
1977-01,3.743,
1977-02,3.843,
1977-03,3.512,
1977-04,3.383,
1977-05,3.592,
1977-06,3.546,
1977-07,3.352,
1977-08,3.978,
1977-09,3.835,
1977-10,3.640,
1977-11,3.607,
1977-12,4.272,
1978-01,3.663,
1978-02,3.697,
1978-03,3.555,
1978-04,3.282,
1978-05,3.788,
1978-06,3.653,
1978-07,3.754,
1978-08,4.105,
1978-09,3.940,
1978-10,3.751,
1978-11,3.747,
1978-12,4.068,
1979-01,3.931,
1979-02,3.990,
1979-03,3.643,
1979-04,3.551,
1979-05,4.056,
1979-06,3.857,
1979-07,3.531,
1979-08,3.851,
1979-09,3.767,
1979-10,3.443,
1979-11,3.309,
1979-12,3.983,
1980-01,3.876,
1980-02,4.034,
1980-03,4.213,
1980-04,3.731,
1980-05,4.272,
1980-06,4.068,
1980-07,3.748,
1980-08,4.242,
1980-09,4.029,
1980-10,3.786,
1980-11,3.908,
1980-12,4.490,
1981-01,4.092,
1981-02,4.227,
1981-03,4.082,
1981-04,3.986,
1981-05,4.397,
1981-06,4.221,
1981-07,4.339,
1981-08,4.421,
1981-09,4.520,
1981-10,4.279,
1981-11,4.399,
1981-12,4.742,
1982-01,4.354,
1982-02,4.318,
1982-03,4.289,
1982-04,4.089,
1982-05,4.308,
1982-06,4.374,
1982-07,4.296,
1982-08,4.618,
1982-09,4.643,
1982-10,4.541,
1982-11,4.398,
1982-12,4.992,
1983-01,4.695,
1983-02,4.901,
1983-03,4.448,
1983-04,4.296,
1983-05,4.676,
1983-06,4.548,
1983-07,4.344,
1983-08,4.440,
1983-09,4.577,
1983-10,4.239,
1983-11,4.059,
1983-12,4.355,
1984-01,4.456,
1984-02,4.007,
1984-03,3.832,
1984-04,3.691,
1984-05,4.286,
1984-06,4.318,
1984-07,3.881,
1984-08,3.961,
1984-09,4.084,
1984-10,3.379,
1984-11,3.127,
1984-12,3.644,
1985-01,3.677,
1985-02,3.846,
1985-03,3.679,
1985-04,3.615,
1985-05,4.212,
1985-06,4.302,
1985-07,3.983,
1985-08,4.137,
1985-09,3.929,
1985-10,3.097,
1985-11,2.867,
1985-12,4.079,
1986-01,4.073,
1986-02,4.225,
1986-03,4.113,
1986-04,3.882,
1986-05,4.471,
1986-06,4.118,
1986-07,4.242,
1986-08,4.557,
1986-09,4.304,
1986-10,4.110,
1986-11,4.171,
1986-12,5.270,
1987-01,4.671,
1987-02,4.692,
1987-03,4.237,
1987-04,3.918,
1987-05,4.371,
1987-06,3.857,
1987-07,3.727,
1987-08,3.928,
1987-09,3.940,
1987-10,3.734,
1987-11,4.201,
1987-12,4.523,
1988-01,4.199,
1988-02,3.897,
1988-03,3.520,
1988-04,3.290,
1988-05,3.829,
1988-06,3.873,
1988-07,3.782,
1988-08,3.829,
1988-09,3.877,
1988-10,3.605,
1988-11,4.226,
1988-12,4.923,
1989-01,4.370,
1989-02,4.167,
1989-03,3.865,
1989-04,3.884,
1989-05,4.406,
1989-06,4.148,
1989-07,4.033,
1989-08,4.277,
1989-09,4.444,
1989-10,4.276,
1989-11,4.507,
1989-12,4.885,
1990-01,4.668,
1990-02,4.477,
1990-03,4.657,
1990-04,4.132,
1990-05,4.734,
1990-06,6.373,
1990-07,5.303,
1990-08,5.205,
1990-09,4.744,
1990-10,5.062,
1990-11,4.942,
1990-12,5.090,
1991-01,5.538,
1991-02,6.293,
1991-03,5.853,
1991-04,5.880,
1991-05,6.061,
1991-06,6.318,
1991-07,5.643,
1991-08,5.776,
1991-09,5.717,
1991-10,5.364,
1991-11,5.786,
1991-12,5.482,
1992-01,5.511,
1992-02,5.040,
1992-03,4.689,
1992-04,4.500,
1992-05,4.615,
1992-06,4.271,
1992-07,4.437,
1992-08,4.649,
1992-09,4.533,
1992-10,4.341,
1992-11,4.217,
1992-12,5.393,
1993-01,4.947,
1993-02,4.779,
1993-03,4.908,
1993-04,4.742,
1993-05,5.722,
1993-06,5.272,
1993-07,5.544,
1993-08,5.262,
1993-09,4.759,
1993-10,5.283,
1993-11,4.908,
1993-12,5.618,
1994-01,5.353,
1994-02,4.685,
1994-03,5.684,
1994-04,5.283,
1994-05,5.745,
1994-06,5.503,
1994-07,5.384,
1994-08,5.462,
1994-09,4.870,
1994-10,4.893,
1994-11,4.300,
1994-12,5.333,
1995-01,5.620,
1995-02,4.891,
1995-03,4.810,
1995-04,3.650,
1995-05,4.107,
1995-06,6.159,
1995-07,3.659,
1995-08,4.298,
1995-09,3.571,
1995-10,2.968,
1995-11,2.802,
1995-12,3.366,
1996-01,3.083,
1996-02,2.855,
1996-03,2.755,
1996-04,2.293,
1996-05,2.681,
1996-06,2.597,
1996-07,2.495,
1996-08,2.343,
1996-09,2.195,
1996-10,1.583,
1996-11,1.890,
1996-12,2.455,
1997-01,1.892,
1997-02,2.518,
1997-03,2.007,
1997-04,2.014,
1997-05,2.547,
1997-06,2.296,
1997-07,2.290,
1997-08,2.216,
1997-09,2.180,
1997-10,1.838,
1997-11,2.082,
1997-12,2.756,
1998-01,2.194,
1998-02,2.502,
1998-03,2.388,
1998-04,2.256,
1998-05,2.863,
1998-06,2.658,
1998-07,2.853,
1998-08,2.903,
1998-09,2.596,
1998-10,2.495,
1998-11,3.096,
1998-12,3.506,
1999-01,3.838,
1999-02,3.827,
1999-03,3.846,
1999-04,3.926,
1999-05,4.840,
1999-06,5.319,
1999-07,4.888,
1999-08,5.379,
1999-09,5.836,
1999-10,5.753,
1999-11,5.147,
1999-12,6.629,
2000-01,5.698,
2000-02,6.720,
2000-03,6.206,
2000-04,6.237,
2000-05,6.558,
2000-06,7.792,
2000-07,6.793,
2000-08,7.855,
2000-09,7.766,
2000-10,7.941,
2000-11,7.632,
2000-12,9.987,
2001-01,9.100,
2001-02,8.577,
2001-03,8.276,
2001-04,8.908,
2001-05,9.156,
2001-06,9.018,
2001-07,8.521,
2001-08,8.745,
2001-09,8.593,
2001-10,7.709,
2001-11,7.448,
2001-12,8.179,
2002-01,7.328,
2002-02,7.576,
2002-03,7.300,
2002-04,7.667,
2002-05,7.837,
2002-06,8.013,
2002-07,7.398,
2002-08,7.881,
2002-09,8.543,
2002-10,7.073,
2002-11,6.539,
2002-12,7.924,
2003-01,6.425,
2003-02,6.567,
2003-03,7.064,
2003-04,7.125,
2003-05,7.235,
2003-06,7.626,
2003-07,6.761,
2003-08,6.087,
2003-09,5.949,
2003-10,5.006,
2003-11,5.472,
2003-12,6.738,
2004-01,7.137,
2004-02,7.518,
2004-03,6.996,
2004-04,6.493,
2004-05,6.417,
2004-06,6.971,
2004-07,6.755,
2004-08,6.199,
2004-09,6.737,
2004-10,6.347,
2004-11,5.191,
2004-12,5.942,
2005-01,5.848,
2005-02,5.560,
2005-03,6.010,
2005-04,5.729,
2005-05,6.366,
2005-06,6.737,
2005-07,6.117,
2005-08,6.121,
2005-09,5.964,
2005-10,6.202,
2005-11,6.188,
2005-12,6.229,
2006-01,6.993,
2006-02,6.460,
2006-03,7.526,
2006-04,7.618,
2006-05,7.741,
2006-06,7.697,
2006-07,7.644,
2006-08,8.155,
2006-09,8.988,
2006-10,8.677,
2006-11,9.143,
2006-12,7.568,
2007-01,6.457,
2007-02,8.638,
2007-03,8.785,
2007-04,8.768,
2007-05,10.695,
2007-06,10.928,
2007-07,10.965,
2007-08,11.708,
2007-09,10.855,
2007-10,9.660,
2007-11,11.231,
2007-12,12.467,
2008-01,12.790,
2008-02,12.910,
2008-03,12.241,
2008-04,12.495,
2008-05,13.766,
2008-06,14.518,
2008-07,13.824,
2008-08,15.448,
2008-09,15.034,
2008-10,13.650,
2008-11,11.748,
2008-12,11.135,
2009-01,10.115,
2009-02,9.995,
2009-03,9.318,
2009-04,9.666,
2009-05,11.124,
2009-06,11.836,
2009-07,10.770,
2009-08,9.150,
2009-09,7.163,
2009-10,7.128,
2009-11,6.875,
2009-12,7.872,
2010-01,6.335,
2010-02,6.545,
2010-03,6.549,
2010-04,6.874,
2010-05,7.990,
2010-06,7.655,
2010-07,7.770,
2010-08,8.629,
2010-09,8.065,
2010-10,8.351,
2010-11,8.113,
2010-12,8.860,
2011-01,8.159,
2011-02,9.372,
2011-03,10.371,
2011-04,10.075,
2011-05,11.270,
2011-06,11.053,
2011-07,11.402,
2011-08,11.884,
2011-09,11.910,
2011-10,12.587,
2011-11,12.797,
2011-12,13.690,
2012-01,13.431,
2012-02,14.102,
2012-03,13.413,
2012-04,13.701,
2012-05,14.768,
2012-06,16.571,
2012-07,15.731,
2012-08,15.576,
2012-09,15.186,
2012-10,15.477,
2012-11,15.593,
2012-12,19.769,
2013-01,17.628,
2013-02,17.385,
2013-03,18.932,
2013-04,17.877,
2013-05,18.846,
2013-06,18.265,
2013-07,18.898,
2013-08,19.472,
2013-09,18.452,
2013-10,18.095,
2013-11,19.247,
2013-12,19.363,
2014-01,18.218,
2014-02,17.892,
2014-03,18.381,
2014-04,17.633,
2014-05,19.379,
2014-06,18.811,
2014-07,18.707,
2014-08,19.740,
2014-09,19.123,
2014-10,18.273,
2014-11,17.035,
2014-12,17.755,Provisional value
